rmse_rad,failure_penalized_rmse_rad,itae,peak_error_rad,torque_rms,torque_smoothness,safety_violation_rate,residual_gate_mean,completed,duration_s,return,scenario,controller,model_seed,replicate_seed,eval_episode
0.8193815403862519,2.0821114548561535,1.159009197405426,2.470944385700481,14.34597043881825,55.30111744302026,0.27380952380952384,1.0,0.0,1.6800000000000002,-985.0643033127839,nominal,SAC direct,0,0,1
0.8329202675874919,2.083615062386583,1.1765778026794835,2.504099750334277,14.273300581206792,49.04233904247082,0.2857142857142857,1.0,0.0,1.6800000000000002,-1017.2970881455802,nominal,SAC direct,0,0,2
0.8279358468484459,2.0830587544807906,1.1716731273321084,2.4904008393572834,14.269357673531333,69.52865285450586,0.27380952380952384,1.0,0.0,1.6800000000000002,-1008.3362800851077,nominal,SAC direct,0,0,3
0.8106419028804838,2.0647423938868665,1.2767746396178026,2.541192925647368,19.348348109028183,38.01081640317701,0.26136363636363635,1.0,0.0,1.76,-1172.5788241457303,nominal,SAC direct,1,1,0
0.810958372930889,2.0811878759822426,1.1527349112945084,2.5006314340402302,19.212034521799485,38.267057064634045,0.2619047619047619,1.0,0.0,1.6800000000000002,-1118.7874967469866,nominal,SAC direct,1,1,1
0.7721436442795722,2.064582205712911,1.1945116037689145,2.4053042179233843,19.47541287294467,37.51171143049105,0.25287356321839083,1.0,0.0,1.74,-1089.490306608713,nominal,SAC direct,1,1,2
0.8044412030092326,2.0886553116188677,1.074346923657909,2.462207124851501,18.79554594271741,39.68577770400525,0.2682926829268293,1.0,0.0,1.6400000000000001,-1075.19915989861,nominal,SAC direct,1,1,3
0.553569175814473,0.553569175814473,11.422421338317106,0.8061543120282234,16.94538562542174,446.9593201438741,0.44666666666666666,1.0,1.0,6.0,-1955.169407818325,nominal,SAC direct,2,2,0
0.5535697260989989,0.5535697260989989,11.422433729422725,0.8061554447709253,16.939638517577553,446.87594634530086,0.44666666666666666,1.0,1.0,6.0,-1955.3907473464449,nominal,SAC direct,2,2,1
0.5534634261944013,0.5534634261944013,11.419657440748345,0.8060549359887652,16.960918475545117,447.36299499465736,0.44333333333333336,1.0,1.0,6.0,-1957.935093847325,nominal,SAC direct,2,2,2
0.5535113196013164,0.5535113196013164,11.421247617001285,0.8061171727883177,16.951026934119778,446.82612250064295,0.44666666666666666,1.0,1.0,6.0,-1954.7367754284012,nominal,SAC direct,2,2,3
0.941366890791991,2.1800784700180875,0.8053121508052994,2.492620646232503,13.718457102102448,77.85806241496036,0.4838709677419355,1.0,0.0,1.24,-985.1194502463563,nominal,SAC direct,3,3,0
0.8585271208223598,2.1380457478893464,0.9513339339436134,2.406810737971376,14.404405285910194,68.43134270503081,0.4084507042253521,1.0,0.0,1.4200000000000002,-943.8431451730462,nominal,SAC direct,3,3,1
0.9262701494241087,2.1636900900399563,0.8894458913670706,2.514092643402196,14.07920135295145,74.69684043782844,0.45454545454545453,1.0,0.0,1.32,-1007.1475734569818,nominal,SAC direct,3,3,2
0.9231130889874485,2.1859614715296307,0.7442245145554597,2.418935466201683,13.681108225489412,76.26336110171111,0.48333333333333334,1.0,0.0,1.2,-936.5343670230566,nominal,SAC direct,3,3,3
0.7231062593702957,1.8161924048128917,2.927503950660614,2.479470669308047,14.03788245419701,34.41124688261107,0.19148936170212766,1.0,0.0,2.8200000000000003,-1243.59512210492,nominal,SAC direct,4,4,0
0.707941353965958,1.813382213298653,2.8613263581741224,2.4391018410650767,13.988049557452106,33.38790615758398,0.19148936170212766,1.0,0.0,2.8200000000000003,-1211.0977047520716,nominal,SAC direct,4,4,1
0.7023470310535213,1.812359493989522,2.8362124763532877,2.4284443434487577,13.9534085911205,33.844152404046945,0.18439716312056736,1.0,0.0,2.8200000000000003,-1198.1389182842677,nominal,SAC direct,4,4,2
0.7151227974298886,1.8147061164937575,2.8929549230491443,2.454408555303312,14.00642828212903,33.66178621868207,0.19148936170212766,1.0,0.0,2.8200000000000003,-1227.418693720045,nominal,SAC direct,4,4,3
0.8503777266885302,0.8794946590329432,15.145335853412295,2.45291010180095,14.431199267265,53.51294621186249,0.3838383838383838,1.0,1.0,5.9399999999999995,-3789.993985731509,nominal,TD3 direct,0,0,0
0.8318425177063007,0.8715135194631835,14.727952609396612,2.446951470566462,14.30862539290342,51.86173021050896,0.3716216216216216,1.0,1.0,5.92,-3565.8120393882823,nominal,TD3 direct,0,0,1
0.8293828529782704,0.8691974677387855,14.6850976401993,2.479301705817691,14.24336468588702,53.04058829691641,0.36824324324324326,1.0,1.0,5.92,-3489.930459766925,nominal,TD3 direct,0,0,2
0.829730902335736,0.869525153184386,14.692309407305522,2.4667478009318713,14.248545799273858,51.573560870754996,0.36824324324324326,1.0,1.0,5.92,-3508.3951933357716,nominal,TD3 direct,0,0,3
