rmse_rad,failure_penalized_rmse_rad,itae,peak_error_rad,torque_rms,torque_smoothness,safety_violation_rate,residual_gate_mean,completed,duration_s,return,scenario,controller,residual_bound_nm,model_seed,eval_episode
0.16445832928534534,0.16445832928534534,2.8715758396843998,0.2712835316563978,15.782700906759915,106.98762898875219,0.0,1.0,1.0,6.0,-82.64643140987737,nominal,Fuzzy-TD3 residual,6.0,4,2
0.16358177515943761,0.16358177515943761,2.8567721702609497,0.2710580559284156,15.82647715564525,101.32888007312013,0.0,1.0,1.0,6.0,-80.09675143466647,nominal,Fuzzy-TD3 residual,6.0,4,3
0.44067007470979114,0.44067007470979114,6.968376949783256,1.0578582612191656,18.784118190844207,236.83653244307897,0.2,1.0,1.0,6.0,-1013.1248514313702,payload_2x,Fuzzy-TD3 residual,6.0,4,0
0.4378300240015324,0.4378300240015324,6.930618742194334,1.0495731243564372,18.832380369376036,237.622871554768,0.19666666666666666,1.0,1.0,6.0,-1007.1678974437197,payload_2x,Fuzzy-TD3 residual,6.0,4,1
0.4394808858381457,0.4394808858381457,6.96207468236117,1.054587316674407,18.746359821244695,241.6076784427378,0.19666666666666666,1.0,1.0,6.0,-1005.2243359034235,payload_2x,Fuzzy-TD3 residual,6.0,4,2
0.4402798517330698,0.4402798517330698,6.96346112914458,1.057350420028934,18.79031078122255,236.65444644448047,0.2,1.0,1.0,6.0,-1006.1895410095126,payload_2x,Fuzzy-TD3 residual,6.0,4,3
0.7858010479185216,0.7858010479185216,11.911275426731159,1.838830539204923,15.954626764259642,249.64913488230528,0.3,1.0,1.0,6.0,-2615.022688973037,severe_shift,Fuzzy-TD3 residual,6.0,4,0
0.7834004662189816,0.7834004662189816,11.879253424653465,1.8315568398842625,16.030359343071012,248.79215598820835,0.2966666666666667,1.0,1.0,6.0,-2597.245261127885,severe_shift,Fuzzy-TD3 residual,6.0,4,1
0.7845514541824806,0.7845514541824806,11.910509161076764,1.836208493152875,15.93015054078864,249.20234779013836,0.2966666666666667,1.0,1.0,6.0,-2603.8788399685504,severe_shift,Fuzzy-TD3 residual,6.0,4,2
0.7856960242798957,0.7856960242798957,11.906519482849445,1.8386253777222765,15.962147766778902,249.92213204093258,0.3,1.0,1.0,6.0,-2608.713391921703,severe_shift,Fuzzy-TD3 residual,6.0,4,3
0.11318324120211046,0.11318324120211046,2.0720511756311395,0.20907780977811444,16.725185226157596,113.53767495258614,0.0,1.0,1.0,6.0,-35.05040918346442,nominal,Fuzzy-TD3 residual,10.0,0,0
0.1148525565432587,0.1148525565432587,2.080282652846716,0.2091615579906436,16.69598686340058,116.26816397078389,0.0,1.0,1.0,6.0,-50.191874765885295,nominal,Fuzzy-TD3 residual,10.0,0,1
0.11339086319253498,0.11339086319253498,2.0739385404530126,0.20888059619134322,16.718258229908365,116.3258335659822,0.0,1.0,1.0,6.0,-35.78051989299216,nominal,Fuzzy-TD3 residual,10.0,0,2
0.11347222092622747,0.11347222092622747,2.0727531247784885,0.2093355183221872,16.712039421580897,113.79134066125322,0.0,1.0,1.0,6.0,-34.8557455810274,nominal,Fuzzy-TD3 residual,10.0,0,3
0.41658674565663706,0.41658674565663706,6.836018384921624,0.9906014198883657,19.398283434395648,102.5128221078634,0.18333333333333332,1.0,1.0,6.0,-899.0245426139406,payload_2x,Fuzzy-TD3 residual,10.0,0,0
0.4179625946476665,0.4179625946476665,6.845432246482932,0.9961335267945904,19.37354339581142,114.93806020940625,0.18333333333333332,1.0,1.0,6.0,-918.2136986585808,payload_2x,Fuzzy-TD3 residual,10.0,0,1
